Name;Longitude;Latitude
Fazenda Canairal;-47.77279046;-7.732482771
Fazenda Santana;-47.62541687;-7.613853648
Sitio 1;-48.09024938;-8.483092223
Fazenda S?o Jo?o;-48.13987097;-8.53649188
Pedra de Amolar;-48.12881859;-8.690183934
Praia do Remansinho;-48.12959343;-8.53577443
Fazenda Craiba;-48.12972821;-8.298377638
Fazenda Olho D'?gua;-48.04993521;-8.091225572
Fazenda S?o Pedro;-48.09284228;-8.488224886
Fazenda Pedra Branca 1;-48.09496618;-8.084221808
Fazenda Pedra Branca 2;-48.09858076;-8.084554666
Fazenda Santa F?;-48.15432892;-8.144295967
Novo Planalto;-47.94477606;-7.991510542
Barragem;-47.45979291;-6.587780722
?gua Boa;-47.33307628;-6.152012446
Beluz?rio;-47.45439916;-5.975360485
Bom Jardim;-47.49743605;-5.960344428
Cachoeira 1;-47.46246593;-5.769110438
Cachoeira 2;-47.4652487;-5.765718119
Cana?;-47.42556108;-6.426742977
Clementino;-47.4255253;-5.854329469
Estreito;-47.45945264;-6.560858334
Grande;-47.393298;-6.292502271
Itaguatins 1;-47.46633228;-5.792972416
Itaguatins 2;-47.48778511;-5.834543661
Itaguatins 3;-47.482252;-5.76626783
Jacuba;-47.36777728;-6.264083648
Mumbuca;-47.41603547;-6.376273065
Nazar?;-47.45995524;-6.513948848
Pombal 1;-47.44095435;-5.999073464
Pombal 2;-47.4422669;-5.991746641
Santo Ant?nio;-47.4738756;-5.877110995
S?o Domingos 1;-47.51069797;-5.727912983
S?o Domingos 2;-47.49839217;-5.659386958
S?o Domingos 3;-47.507699;-5.718870183
Sapucaia;-47.50552685;-6.525048843
Serra Quebrada;-47.48483523;-5.700116364
Suma?ma;-47.37207233;-5.940805623
Fazenda Assun??o I;-55.77807057;-10.98084694
Fazenda Assun??o II;-55.77628577;-10.97942129
Mangueira Assun??o I;-55.77276822;-10.95363717
Fazenda Parana?ba I;-55.75050473;-10.86835262
Fazenda Parana?ba II;-55.7556545;-10.86624862
Fazenda Parana?ba III;-55.75780315;-10.86871676
Fazenda Paulista I;-55.77448749;-10.87575523
Abrigo Cachoeira Perdida I;-55.76246585;-10.95119037
Mata Fazenda Assun??o I;-55.78784556;-10.96552457
Topo Pastagem Assun??o I;-55.7680787;-10.95029983
Topo Pastagem Assun??o II;-55.78032129;-10.95043942
Topo Pastagem Assun??o III;-55.77887114;-10.95374304
Tratex I;-55.7144317;-10.97129087
Abrigo ?gua Boa Teles Pires I;-55.78964021;-10.96075745
Fazenda Gema I;-55.53090022;-11.19509835
Tratex II;-55.65466195;-10.97678329
Tratex III;-55.60055494;-10.9590893
Tratex IV;-55.60026012;-10.96340979
CO 01;-55.36501566;-11.01758521
CO 02;-55.5223928;-11.01687362
CO 03;-55.57005473;-10.98262721
CO 06 Brasilino;-55.2271957;-11.05771692
Estrada Fazenda Monte Verde I;-55.59301962;-11.01419854
Estrada Fazenda Monte Verde II;-55.59354011;-11.00865854
Estrada Fazenda Monte Verde III;-55.64768804;-11.10102964
Fazenda Bet?nia I;-55.49620383;-11.03258493
Fazenda Santa Maria I;-55.30970428;-11.08700995
Fazenda Santa Maria II;-55.30986761;-11.09362835
Fazenda Monte Verde IV - S?lvia;-55.62960374;-11.02706032
S?o Domingos I;-55.40044172;-10.53219064
Estrada Fazenda Bananal I;-55.53474739;-10.95752346
Teles Pires I;-55.52103617;-10.9934684
CO 05;-55.54065137;-10.96636702
Porteira Estrada Rabello Tratex I;-55.56064599;-10.9546541
Cachoeira Tratex I;-55.61912765;-10.93975265
Estrada Fazenda Bananal II;-55.52618976;-10.96914541
Fazenda Tratex V;-55.58792007;-10.95302752
Abrigo Pedra Furada;-55.46094069;-10.91792201
Cacau;-51.542592;-10.621275
Antigo Cemit?rio Karaj? de S?o F?lix do Araguaia;-50.661347;-11.615763
Corg?o;-51.697972;-11.609276
Pared?o;-51.753594;-12.996703
Liberdade;-54.778282;-17.185678
Cachoeira do Adelino;-53.2371;-13.794
C?rrego do Rio Grande 1;-53.2526;-13.7993
C?rrego do Rio Grande 2;-53.2924;-13.7967
C?rrego do Joaquim;-53.0938;-13.6194
Fazenda Paulista;-53.2498;-13.8462
Fazenda Para?so;-53.2478;-13.773
C?rrego do Arnor;-53.2211;-13.8895
Complexo Kamukwak?;-54.0231;-13.2486
Sambaqui do Bacanga;-44.28702312;-2.579610106
Sambaqui do Panaquatira;-44.04317034;-2.530668929
Sambaqui do Pa?o do Lumiar;-44.11076948;-2.493646596
Vinhais Velho;-44.27064702;-2.519364844
Maiobinha I;-44.21156676;-2.555298242
Salvaterra 2;-44.26442432;-2.972674304
Salvaterra 1;-44.27112242;-2.967250965
Rabo de Porco 1;-44.27724382;-2.978066739
Mangueiras;-44.27875358;-2.990749471
Salvaterra 3;-44.2644703;-2.976908564
Salvaterra 4;-44.26420691;-2.987738682
Poraqu?o;-44.28890901;-2.957058289
Rabo de Porco 2;-44.29416117;-2.975434861
Santo Antonio;-44.11697798;-2.55648473
Anajatuba;-44.30489257;-2.531062657
Antiga Camboa dos Frades;-44.35851822;-2.588662772
Antiga Tupi;-44.33581306;-2.573389541
Ara?agy;-44.17719565;-2.487212945
Arraial;-44.25246945;-2.730333487
Batat?;-44.27434591;-2.595682394
Boa Viagem 01;-44.09440954;-2.583615967
Cajupari;-44.20318862;-2.647673344
Camboa da Ca?ra;-44.0401283;-2.557695704
Camboa da Panaquatira 01;-44.02237565;-2.506736197
Camboa da Panaquatira 02;-44.02300195;-2.511160073
Camboa da Panaquatira 03;-44.02338762;-2.512598649
Camboa da Panaquatira 04;-44.02380089;-2.513214075
Camboa da Panaquatira 05;-44.02368362;-2.51368437
Camboa da Panaquatira 06;-44.023143;-2.515004653
Camboa da Panaquatira 07;-44.02680095;-2.51854432
Camboa da Panaquatira 08;-44.02827248;-2.498915962
Camboa da Panaquatira 09;-44.02685084;-2.499729029
Camboa da Panaquatira 10;-44.02373965;-2.498749758
Camboa da Panaquatira 11;-44.02761089;-2.530005995
Camboa de Boa Viagem 01;-44.09222404;-2.583324927
Camboa de Boa Viagem 02;-44.0929597;-2.586003069
Camboa de Boa Viagem 03;-44.09294153;-2.586256344
Camboa de Boa Viagem 04;-44.09288742;-2.586455317
Camboa do Terere;-44.20419615;-2.717176256
Campina do Maracan?;-44.27471067;-2.649562944
Campo dos ?ndios;-44.03776485;-2.554907801
Ca?ra;-44.04145222;-2.555344774
Cemit?rio Cutim do Padre;-44.25540072;-2.551516018
Ch?cara Rosane;-44.23950772;-2.503678683
Curupu/Ponta Verde;-44.05766262;-2.425240392
Da Mata;-44.13836415;-2.574374443
Estreito dos Mosquitos;-44.36046548;-2.754278976
Estrutura de Pedras da Boa Viagem;-44.09365825;-2.577590796
Guarapiranga;-44.19280298;-2.682874468
Ilha do Terer?;-44.20733853;-2.712890414
Itapari;-44.03651422;-2.531224818
Itapera;-44.27239031;-2.664071981
Madureira;-44.34590911;-2.584187307
Maiobinha 2;-44.21081858;-2.557939292
Mam?o;-44.27956271;-2.580487422
Mandioca;-44.22689985;-2.648882546
Maracan?;-44.30716529;-2.603381346
Maracuj?;-44.24911858;-2.664021761
Moj?;-44.07399516;-2.502983667
Morro do Meio de Igara?;-44.31062092;-2.761470109
Portal do Pa?o;-44.13259107;-2.545314458
Quebra-pote;-44.22325739;-2.690728363
Riod;-44.1818329;-2.621117819
Salinas;-44.07750747;-2.496373555
Sambaqui da Maiobinha;-44.21180104;-2.55461087
S?o Br?s;-44.14958051;-2.588059763
Saramanta;-44.19980264;-2.553635465
Summer Ville;-44.03122535;-2.51947031
Turi?ba I;-44.11229899;-2.572167325
Turi?ba II;-44.11291961;-2.585175969
Vila Concei??o;-44.25385973;-2.493428389
Pirigara;-56.22886469;-16.92220633
?ndio Grande;-57.67612764;-17.08000232
Baruito II;-57.59688311;-13.31976189
Baruito 1;-57.60799633;-13.32579369
Parau?-Centro;-55.18094;-2.834041
Terra Preta;-55.18148999;-2.809735624
Chagas;-55.18515131;-2.837936009
Erotildes;-55.18615696;-2.821606748
Igarap?;-55.19984249;-2.846160743
Arara Castanha;-55.2008155;-2.833421214
Lago do Jacar? II;-55.22391711;-2.834822505
Lago do Jacar? III;-55.22594269;-2.833460172
Zen?bio;-55.22333118;-2.82390702
Lago do Jacar?;-55.22082947;-2.830847984
Vila Nova 2;-54.81031172;-2.497695586
Mangal;-54.81038628;-2.468802216
Vila Nova 1;-54.81832788;-2.498748661
S?o Braz 1;-54.82126032;-2.481052095
S?o Braz 2;-54.82234142;-2.474038387
Paju?ara;-54.82280688;-2.419542436
Vila Nova 3;-54.82506051;-2.515032977
S?o Braz 3;-54.82676669;-2.483285196
Farinha 1;-54.83183553;-2.543648905
Irurama 3;-54.83404051;-2.487582478
Irurama 1;-54.83947769;-2.482673307
Farinha 2;-54.83995295;-2.521802209
Irurama 2;-54.84655089;-2.477694428
Santa Rosa;-54.85458832;-2.515561295
Pagliari 1;-54.88636367;-2.505134974
Pagliari 2;-54.88744231;-2.499558442
Itapari;-54.90344874;-2.438584139
Macacos;-54.91360234;-2.48148209
Serra do Carauari;-54.94455186;-2.510670947
Jurucuy;-54.97633815;-2.551850504
Pedral do Sang?ua I;-58.77658377;-3.124740172
Kaiabi;-58.14755275;-7.356478007
Antiga Olaria;-58.1484994;-7.344130444
Ro?a do Sabreca;-58.15628524;-7.338792563
Aldeia Pesqueir?o;-58.21526981;-7.140729473
Morro de S?o Benedito;-58.32774039;-7.016350884
Matarazzo I;-56.44175846;-2.469249651
Km 254;-63.33781273;-3.985877156
Primavera;-58.3630473;-15.1458142
Araputanga 2;-58.43570723;-15.26980717
Araputanga;-58.48780574;-15.14440271
Ponte Quebrada;-58.67356894;-15.29414007
Curvas;-58.72581888;-15.1314206
Caxi;-58.72673174;-15.13729707
Colunas;-58.73369415;-15.12852251
Gar?a;-58.73830572;-15.10188966
Carne Seca;-57.70386799;-16.08403497
Abrigo Peia Velha;-57.62513998;-13.38936238
Prainha do Teles Pires;-55.44223542;-11.28175697
Cla?dia;-55.44601819;-11.2613176
Cajueiro;-55.44727133;-11.27527403
Fran?a;-55.45595666;-11.34666908
Mata Faz. Bananal IV;-55.481317;-10.99088576
Mata Faz. Bananal III;-55.48562607;-10.99105191
Mata Faz. Bananal VI;-55.48578434;-10.99410857
Mata Faz. Bananal V;-55.49868493;-11.00352106
Mata Faz. Bananal IX;-55.50497171;-11.00895866
Fazenda Tratex VI;-55.52837772;-10.98555679
Fazenda Tratex VIII;-55.58393808;-10.96111021
Faz. Monte Verde IX;-55.61978825;-10.96700697
Fazenda Paulista I;-55.77448749;-10.87575523
Abrigo Cachoeira Perdida I;-55.77448749;-10.87575523
Campo Verde;-59.55296341;-14.52762814
Flor do L?rio;-55.44942457;-11.27853997
Jabuti;-55.51316779;-11.29240964
Jauru 1;-58.80742348;-15.1581109
?rea de Ocorr?ncia Arquel?gica - AOA;-55.07596739;-16.31157295
Canoa Quebrada 4;-55.95663939;-12.91610051
Jaguatirica;-55.40481971;-13.99268196
Geraldo;-56.2097263;-14.57025611
Alto da Crista;-56.24380914;-14.66614743
Paiagu?s;-56.27401266;-14.70181943
Canto das Araras;-55.62070492;-13.6288337
Ovni;-55.71298598;-13.98508387
Carand?;-55.9446846;-13.83689464
Sopave;-54.70899852;-13.75579635
?guas Claras;-54.85328444;-13.77067769
Ilha Steinen;-54.8925005;-13.24527853
Ponte Quebrada;-54.89056936;-13.69744115
Alvorada;-54.90729801;-13.20307044
Ribeir?o Grande;-54.96694855;-13.23194689
Represa Suja;-55.01888197;-13.08899858
Terra Cinza;-55.05916737;-13.20000139
Rio Ferro;-55.08917475;-13.06278498
Rio Ferro I;-55.11080489;-13.13511407
Rio Ferro II;-55.11519083;-13.11625639
Teles Pires 01;-56.35990991;-9.52438053
Aurora2;-56.37463023;-9.47585729
Aurora1;-56.3756222;-9.476401719
Alip?o 2;-56.38616258;-9.481304289
Alip?o1;-56.40625368;-9.510859768
Teles Pires 03;-56.43582946;-9.503845101
Breda;-56.43777446;-9.467561975
Alip?o 3;-56.44487658;-9.486666111
Alip?o 4;-56.45352451;-9.485142158
Carlos 2;-56.49245106;-9.454784029
Teles Pires 04;-56.49590773;-9.483125493
Iha 2;-56.49873578;-9.448995507
Prado 1;-56.5057501;-9.455219041
Junque;-56.5134308;-9.434680532
Ype;-56.55576469;-9.409420612
Ilha Quebra Lan?a;-56.56969354;-9.392777631
Filizola 6;-56.58867995;-9.403382495
Filizola 4;-56.59219055;-9.392198306
Filizola 5;-56.59446906;-9.398695004
Filizola 3;-56.60799684;-9.388462637
Filizola 2;-56.61056482;-9.388827262
Lupolo;-56.62288956;-9.64471359
Assentamento 1;-56.63212434;-9.718500107
Fuzare;-56.63872505;-9.624271673
Camargo;-56.6476651;-9.607439835
Vieira;-56.65298241;-9.603411306
Higino 2;-56.65555189;-9.603929417
Higino;-56.66346104;-9.60530294
Pedra da Cruz;-56.67778797;-9.498209524
Abrigo Z? Magro 3;-56.67934683;-9.497206995
Abrigo Z? Magro 2;-56.68220241;-9.492931453
Jo?o Lopes 1;-56.68520874;-9.372566724
Gimenez 3;-56.68635286;-9.457154275
Jo?o Lopes 2;-56.68647704;-9.369926774
Piteli;-56.69445733;-9.583687812
Jo?o Lopes 3;-56.69923075;-9.376513388
Abrigo Zanette;-56.70065591;-9.539998323
Gimenez 4;-56.70148748;-9.474171575
Abrigo Acorde;-56.7017694;-9.485287792
Abrigo Z? Magro 1;-56.70612856;-9.512190493
Gimenez 1;-56.7061839;-9.490030963
Abrigo Z? Magro 5;-56.70808891;-9.521200677
Gimenes;-56.7085216;-9.515937013
Gimenez 2;-56.70993383;-9.515938189
Raul;-56.71328418;-9.44220822
Silva 1;-56.71469152;-9.436719193
Teles Pires 08;-56.71528929;-9.529256427
Pipoca 1;-56.7172343;-9.535164211
Richter 1;-56.71742411;-9.425704869
Pipoca 2;-56.71809049;-9.535544783
Richter 2;-56.71991005;-9.42664751
Tab?ca;-56.74648574;-9.481813649
Estrada;-56.75920192;-9.44516412
Teles Pires 09;-56.76932364;-9.443334812
Walter Richter;-56.77300395;-9.401278834
Luzimar;-56.77478724;-9.446395496
Gruta da On?a;-56.77869243;-9.350332869
Porteira;-56.78374604;-9.321944163
Denis II;-56.79342051;-9.361982474
Berrante 7;-56.79350759;-9.414876751
Berrante 9;-56.793521;-9.407631851
Teles Pires 11;-56.79418855;-9.403164094
Abrigo Berrante 2;-56.79441152;-9.411186989
Berrante 6;-56.79707949;-9.412590482
Berrante 8;-56.79851449;-9.404025848
Berrante 5;-56.79955648;-9.413505426
Berrante 3;-56.79985187;-9.406703879
Berrante 4;-56.80308276;-9.411264293
Abrigo Berrante 1;-56.80830453;-9.406545763
Pedreira;-56.81009316;-9.383609002
Cadeado;-56.81243181;-9.33645937
Denis I;-56.81940612;-9.374297673
Teles Pires 10;-56.82524144;-9.379510441
Denis 03;-56.82945012;-9.396218347
Barrac?o Queimado;-54.12833552;-13.2938955
Pajam;-54.1769492;-13.28806302
Jatob?;-54.17862;-13.29111653
Lesma;-54.2022262;-13.38194912
Tatuap?;-54.50784854;-13.89652564
Guap? 14;-58.94268526;-15.0924378
Guap? 13;-58.94701587;-15.10224147
Guap? 10;-58.95700186;-15.13225606
Guap? 12;-58.95765653;-15.12554528
Guap? 9;-58.95855165;-15.12678456
Guap? 4;-58.9630444;-15.11664275
Lavrinhos II;-59.25737413;-15.31498669
Pontes e Lacerda 2;-59.37234477;-15.28164236
Pontes e Lacerda 4;-59.43625334;-15.24358248
Dona Equitera;-59.45865859;-15.12944826
Fazenda Ca?adinha;-59.47371093;-15.1307022
Miranda do Caba?al;-58.32520312;-15.1462113
Monte Cristo 1;-58.10023554;-15.40365544
Monte Cristo 2;-58.14675786;-15.39655045
Monte Cristo 6;-58.1511052;-15.37379405
Monte Cristo 4;-58.15175738;-15.39413823
Monte Cristo 3;-58.16310026;-15.39480236
Rondon?polis 3;-54.42553793;-16.3568162
RCU 06;-54.50331461;-16.2287631
Jo?o Borges;-54.5311152;-16.26291746
RCU 07 B;-54.56674055;-16.21537226
RCU 07 A;-54.56765992;-16.2135942
Rondon?polis 2;-54.57899773;-16.32062435
Rondon?polis 1;-54.60391255;-16.31572353
RCU 08;-54.67181788;-16.19426437
Morro Solteiro Leste;-54.72536361;-16.52188686
Mata On?a;-54.74568401;-16.5309155
Biroska;-54.74671881;-16.53052015
Grota do Muro;-54.75348619;-16.53166818
Magarinos 1;-54.75593624;-16.67720609
P? Rog?ro-Barulho d'?gua;-54.75901364;-16.53151984
Carim? 2;-54.75799752;-16.65071357
Setinha;-54.76201586;-16.57326262
Solit?rio;-54.76517076;-16.56531938
Carim? 1;-54.76704257;-16.6505763
Corredeira das Piraputangas;-54.77363562;-16.5851497
OHM;-54.78268702;-16.59727089
Ponta da C?rca;-54.78320252;-16.57517871
Arapu?;-54.7834352;-16.59738728
Ponte de Pedra 04 - Leque;-54.78869819;-16.53852193
Ponte de Pedra 01- Sim?o;-54.78891286;-16.53858744
Ponte de Pedra 03;-54.78965661;-16.5374299
Ponte de Pedra 02;-54.78973657;-16.53863231
Ararapirangas;-54.79066481;-16.59111316
Esquina;-54.79185159;-16.60696279
Macauba;-54.79288938;-16.52824012
Nascente 1;-54.79628695;-16.51109273
Nascente 02;-54.79752;-16.50971445
Coruja Suindara;-54.80148112;-16.50807579
Grande Arco;-54.80189121;-16.50742059
Cascavel (Ew?);-54.80194975;-16.50969787
Vaca Brava;-54.80392062;-16.50185869
Dunga;-54.80424359;-16.49481526
Nicanor;-54.80449083;-16.5185331
Alvo;-54.81140048;-16.50539734
Pedra Branca;-54.81198702;-16.50487045
Xadrez;-54.81204554;-16.50466327
Abrigo do V;-54.81213747;-16.50648015
Arvorezinha;-54.81226151;-16.50461133
Javais;-54.81321562;-16.54546588
Toca da Boca Boa;-54.81790235;-16.49847268
Pared?o do Topo;-54.81906093;-16.51623747
Gleba da Cerca;-54.81945042;-16.49988014
Ralador;-54.8198767;-16.50779878
Mano Aro?;-54.82007101;-16.5080086
Filhote Morro Solteiro;-54.82049688;-16.49674706
Anta com Quati;-54.82167251;-16.51635508
Escondido;-54.82192828;-16.50941024
Morro-Solteiro;-54.82237774;-16.49770625
Aldeia Morro Solteiro;-54.82524098;-16.49790772
Tatu Yathag?;-54.82626844;-16.518246
Jatob?;-54.82804907;-16.50305044
Caminho de Ferraz Egreja;-54.82789334;-16.51698905
Falha 1-7;-54.83406093;-16.50727776
Alvorada;-54.83413734;-16.50714303
Cogumelo;-54.83446079;-16.51257614
Abelhas;-54.83539317;-16.51294718
Tr?s Pontos;-54.8364374;-16.51925507
Capivara 2 Gruta;-54.83709592;-16.51899086
Capivara;-54.83818604;-16.52033926
Indinho;-54.83818897;-16.5209175
Turbina;-54.8395663;-16.50316983
Tr?s X;-54.83940707;-16.51749699
Lenha;-54.84012032;-16.50977982
Entalhes;-54.84007825;-16.52704441
Renda;-54.84077782;-16.52140506
Fazendinha;-54.84164521;-16.49304549
Quati Morto;-54.8419629;-16.51673741
On?as;-54.8424042;-16.5208527
Toca?u dos Morcegos;-54.84515854;-16.51655358
Sete Barras;-54.84631036;-16.52670226
Antiqueira;-54.85244937;-16.51699007
Taquar?;-54.85591798;-16.51753166
Trilha;-54.85998943;-16.51180932
Vereda 1;-54.86119205;-16.53782336
Abrigos Vermelhos 1-4;-54.86194825;-16.5473988
Vereda 2 (Luas Crescentes);-54.86212121;-16.53680294
Selos;-54.86215405;-16.54147418
Pared?o dos Tra?os;-54.86274011;-16.54269083
An?es;-54.8627961;-16.54186022
Peneiras;-54.86282804;-16.53896043
M?os Pintadas;-54.86302528;-16.53720972
Vereda 3;-54.86377034;-16.53759681
Baia;-54.86426022;-16.50752542
Aldeia Volta Grande;-54.86641806;-16.50290364
Mapa;-54.86694685;-16.53577721
Assentados;-54.87222975;-16.51181692
Escalada;-54.87418242;-16.51310166
Tela Inacabada;-54.87551678;-16.5135489
Cip?;-54.87576232;-16.50736261
C?pulas;-54.87572939;-16.51380404
T?ri P?ru;-54.87599978;-16.51391521
Calota;-54.87625064;-16.51409845
Mel?o;-54.87698057;-16.51415105
Caramujo;-54.87838385;-16.51515009
Mirante Encantado;-54.88267111;-16.52308095
Arco Pequeno;-54.88625275;-16.52358706
Torre?o do Vale Encantado;-54.88899958;-16.53713089
Portal do V;-54.89115059;-16.52881353
Pared?o da Torre;-54.89248496;-16.535314
Pedra Ca?da;-54.89253502;-16.53501636
Pared?o Quente;-54.89262912;-16.53411383
Alvo do Sol;-54.89263461;-16.53533358
Cabana da pedra ovalada;-54.89271821;-16.53022073
Pared?o branco do Mirante;-54.89286952;-16.53008674
Abrigo Amarelo;-54.89293032;-16.52966271
Toca do Vento;-54.89293606;-16.52999706
Adugo Toca do Vento;-54.89293714;-16.52989769
Ponta do Bloco;-54.89298054;-16.53021434
Cabe?a de Jabuti;-54.89307842;-16.53500378
Ba? do H;-54.89316274;-16.53068599
Homem Lagarto;-54.8931853;-16.53033386
Jaguatirica;-54.89332883;-16.53523218
Alameda dos Curumins;-54.89343689;-16.53045386
Anta Gorda;-54.89347944;-16.52998448
Lapinha de Pedra;-54.89347;-16.53517036
Varanda dos C?ctos;-54.89356807;-16.53476478
Boca da Toca Grande;-54.8937354;-16.53056529
Tucunzinho;-54.89369875;-16.53566958
Iari-Aije-Doge;-54.89386504;-16.53070212
Anhangaba?;-54.8939376;-16.53696397
Pedra Semilunar;-54.89421969;-16.53600009
Araracangas;-54.89492887;-16.53106521
Mirante do Arco;-54.89533993;-16.53634569
Sinal Cl? do Tat?;-54.89632978;-16.53835237
Pared?o do Sol;-54.89657077;-16.53253638
Cinco Barras;-54.89663219;-16.5337838
Pared?o da Brom?lia;-54.89666286;-16.53786785
Buraco Fundo;-54.89677113;-16.53046942
Com Certeza;-54.89686731;-16.53888181
?caro;-54.89720498;-16.53278671
Cabana de Pedra;-54.89746295;-16.53491249
Rodap? do Pared?o;-54.89751233;-16.53727108
Pra?a Noroeste;-54.89793475;-16.53113165
Boca;-54.89805322;-16.53316568
Pedra Encostada;-54.89815345;-16.53515435
M;-54.89829147;-16.53278862
Entre Vales;-54.89843051;-16.53551854
Cobra de duas cabe?as;-54.898537;-16.53346871
Corujas Murucututu;-54.89873221;-16.53706653
Bloco da Decep??o;-54.89884207;-16.53297486
Pau D'?leo;-54.89931875;-16.53653035
Marolo;-54.90003345;-16.53713385
Acrobatas;-54.90014838;-16.54122778
Tuiui?;-54.90030037;-16.54189789
Cervo e Anta;-54.90051914;-16.53466319
Promessa de Vest?gios;-54.90060202;-16.53133017
Machado do Canyon;-54.90067164;-16.52662372
Jaboticabeira Coroada;-54.90101357;-16.53398152
Tamandu? Bandeira;-54.90175139;-16.53504602
Sapo;-54.90226493;-16.53519574
Tiz;-54.90227117;-16.53548492
Vijy;-54.90266911;-16.53506428
Vulto;-54.9027136;-16.53528156
Cotia;-54.90305369;-16.53501394
Retorno;-54.90307808;-16.53535751
Alto do Vale;-54.90423423;-16.54278674
Bonsay da Pedra Furada;-54.90447139;-16.53296823
Coruja do Caju;-54.90499644;-16.53205195
Quatro Companheiros;-54.90505028;-16.53140198
Escorrega Macaco;-54.90615076;-16.53444874
Dois Pontos;-54.9067124;-16.53448148
Mirante dos Pass?ros;-54.90670708;-16.53758039
Abrigo Branco;-54.90682938;-16.53492537
Isaja;-54.90734898;-16.53538232
Quadro de Pedra;-54.90798209;-16.53312995
Quadr?ngulo;-54.91008752;-16.54114692
Tombo;-54.91026956;-16.54076928
Dan?a dos P?ssaros;-54.91094645;-16.53531899
Pac?fico;-54.91246491;-16.53434939
Arqueiros;-54.91291234;-16.53716372
Rio Vermelho;-57.90923937;-15.1654916
S?o Jos? do Povo 1;-54.29802257;-16.46575594
Baixada da Morena;-55.39584103;-11.53507683
Olho d' ?gua;-55.52274363;-11.55721301
Descampado;-55.52428956;-11.48409799
S?o Jorge;-55.53618513;-11.47565941
Vit?ria;-55.54984715;-11.44061219
Chico Strunez;-55.62283491;-11.46213938
Teles Pires;-55.62615555;-11.54290279
Caldeir?o;-55.62713022;-11.41340872
Jo?o Dallastra;-55.63562664;-11.52393359
Manoel de Assis;-55.63861792;-11.52150645
Nezzi;-55.63824073;-11.79096992
Alegria;-55.6460965;-11.78713778
Enzo e Tsu;-55.65346128;-11.5867095
Peda?o do C?u;-55.66072771;-11.59363274
Ki Sorte;-55.6639722;-11.73208858
Oito Irm?os;-55.66870086;-11.7638275
Entre Ch?caras;-55.67133531;-11.80752725
Mercedes V;-55.6737795;-11.55810591
Rom?o Ferreira;-55.68139647;-11.55279715
Missioneira;-55.68595687;-11.61293445
Meandro;-55.68982018;-11.7510685
Ang?stia;-55.69777491;-11.61566428
Cascata;-55.69969437;-11.61706532
Rancho Bom;-55.69888619;-11.7997345
Cortado;-55.70216202;-11.74114316
Sol de Ver?o;-55.70526516;-11.7328753
Ponte;-55.70818916;-11.64840513
Ouro Branco;-55.71489404;-11.87383823
Plat?;-55.72313931;-11.76651764
Vai-Vem;-55.74993928;-11.66128391
Salto Magesi;-55.26785991;-13.57547604
Abrigo dos Parecis;-57.91236113;-14.51924768
Mandioca;-57.94888956;-14.77219829
Pomba;-57.96247197;-14.71494402
Pontes e Lacerda 3;-59.44220106;-15.24051854
Pontes e Lacerda 5;-59.45211255;-15.2278353
Jequitib?;-59.51667845;-15.12071512
Arraial S?o Francisco Xavier 01;-59.65089269;-14.86101396
Eunice;-59.66191252;-14.95660679
Cruzeiro;-59.75732719;-14.83907625
Vila Bela 1;-59.83608495;-14.74208375
Vila Bela 2;-59.88548221;-14.66634017
Porto Alegre;-59.91553232;-15.25244123
Vila Bela 3;-59.91104697;-14.91380963
Fazenda Arrozal;-59.91553523;-14.98273167
Passagem do Sarar?;-59.94772394;-14.87569027
Ru?nas da Igreja Matriz de Vila Bela da Santissima Trindade;-59.95064806;-15.00610275
Ru?nas da Igreja Matriz da Sant?ssima Trindade;-59.9506768;-15.00616559
Arraial do Bastos;-59.95990796;-15.09128629
Bom Jardim;-59.96616447;-15.12546649
Porto de Ema;-59.96680765;-15.10554558
Comunidade Morcego;-59.97589302;-15.16502762
Barranco Alto;-59.97878917;-15.27310191
Morrinho;-59.97680795;-15.02727275
Apac? I;-55.373167;-3.515374
Fazenda Jamanxim;-55.81481588;-6.164495783
Sucuuba;-55.88212196;-6.258984963
Cargill;-55.941108;-4.269657023
ETC Miritituba;-55.94621963;-4.274114349
Bacia de Polimento do Maetano;-56.01500705;-6.250947797
Tocantinzinho I;-56.15752242;-6.075011014
Boa Vista;-56.17318664;-4.354367536
Paja?;-56.25568163;-4.58519918
Porto do Pimental;-56.2633705;-4.568182594
Da Ca?ula;-56.32661288;-6.037147558
Do Paulista;-56.32886511;-6.005843162
Campo do Jacar?;-56.9182438;-5.215952277
Serafi;-56.57076955;-9.384331232
Evangelista;-56.61135427;-9.375098274
Filizola1;-56.62813059;-9.374645961
Catana;-56.65199447;-9.372191952
Ja?;-56.66373758;-9.358862273
Melicia;-56.66754247;-9.360801439
Dourado;-56.68953808;-9.368826006
Tarob?;-56.69457264;-9.370865457
Nascente;-56.69966289;-9.361155705
Guarita;-56.70105881;-9.368844956
Canind?;-56.7533933;-9.402233481
Tuvira;-56.76991246;-9.365604027
Abrigo Nilo 1;-56.77668332;-9.359105114
Abrigo Nilo 2;-56.77689133;-9.361384546
Antinha 01;-56.90683763;-9.205761012
Antinha 03;-56.98499835;-9.19479212
Antinha 02;-56.99908972;-9.189473973
Baba?? 08;-57.00121068;-9.190089032
Fortuna 04;-57.01861388;-9.163242987
Baba?? 07;-57.01917018;-9.183250507
Baba?? 04;-57.01957047;-9.179071696
Baba?? 03;-57.021036;-9.179388188
Baba?? 06;-57.02213767;-9.183675453
